years,court,simplejudge,record,place,compromise,xword,education,mind,financial,support,attitude,confess,sequel,law,label
101,1,0,2,0,1,6,2,2,2,1,2,0,1,0,0
101,1,0,2,0,2,9,0,2,0,1,2,0,0,0,0
101,1,0,2,1,2,4,2,2,2,1,1,0,1,0,0
101,2,0,2,0,2,4,2,2,2,1,2,0,0,0,0
101,2,1,2,0,2,6,2,2,2,1,3,1,0,0,2
101,1,0,0,0,2,5,2,2,2,1,2,1,0,0,2
101,2,1,2,0,2,6,2,2,2,1,2,0,0,0,0
101,2,1,2,0,2,8,1,2,2,1,0,0,0,0,3
101,1,0,2,0,2,0,2,2,2,1,2,0,0,0,0
101,1,0,2,0,1,0,2,2,2,1,3,1,0,0,0
101,1,0,2,1,2,0,2,2,2,1,2,0,1,0,0
101,1,1,2,0,1,4,2,2,2,1,0,0,1,0,0
101,1,0,2,0,1,10,2,2,2,1,2,0,0,0,0
101,1,1,2,1,2,7,2,2,2,0,1,0,1,0,2
101,1,0,2,0,2,5,2,2,2,1,2,0,0,0,0
101,1,0,2,0,1,9,1,2,1,1,2,0,1,0,0
101,1,0,2,0,2,0,2,2,2,1,2,0,0,0,0
101,1,1,2,1,2,8,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,0,0,2,0,1,3,1,1,0,0
101,1,0,2,0,2,4,0,2,0,1,0,1,0,0,3
101,1,0,2,0,2,10,2,2,1,1,2,1,0,0,0
101,2,0,2,0,2,0,2,2,2,1,3,0,0,0,0
101,1,1,2,1,2,8,1,2,2,1,0,0,0,0,3
101,1,0,2,0,2,4,2,2,2,1,2,1,0,0,1
101,1,0,2,0,2,4,2,2,2,1,2,0,1,0,1
101,1,1,2,0,2,7,2,2,2,1,2,1,0,0,2
101,1,1,2,0,2,6,0,2,2,1,1,0,0,0,2
101,1,0,2,0,2,2,2,2,0,1,0,0,0,0,0
101,1,1,2,0,2,0,2,2,2,1,0,0,1,0,3
101,1,0,2,0,2,4,1,2,1,1,0,0,0,0,3
101,1,0,2,0,1,0,2,2,2,1,3,1,0,0,0
101,2,0,2,0,1,5,2,2,2,1,2,1,0,0,0
101,1,0,2,0,2,0,2,2,2,1,2,1,0,0,0
101,2,1,2,0,2,6,2,2,2,1,0,0,0,0,2
101,1,0,2,0,1,9,2,2,2,1,2,0,0,0,0
101,1,1,2,0,2,4,0,2,1,1,0,0,1,0,0
101,1,0,2,1,1,8,1,2,2,1,2,0,1,0,0
101,1,0,2,0,1,5,2,2,2,1,2,1,1,0,0
101,1,0,2,0,2,8,2,2,2,1,0,0,0,0,2
101,1,1,2,0,2,3,2,2,2,1,2,1,1,0,0
101,1,0,2,0,2,4,2,2,2,1,2,1,1,0,0
101,2,1,2,0,2,10,2,2,2,1,2,0,1,0,1
101,1,1,2,1,1,0,2,2,2,1,2,0,1,0,3
101,1,0,2,1,2,9,2,2,2,1,3,0,1,0,0
101,1,0,2,0,2,6,2,2,2,1,2,0,1,0,0
101,2,0,2,0,2,4,2,2,2,1,2,0,1,0,0
101,1,1,2,0,2,4,2,2,2,1,3,0,0,0,0
101,2,0,2,0,2,8,2,2,2,1,0,0,0,0,0
101,1,0,2,1,1,0,2,2,2,1,1,0,0,0,1
101,1,1,2,0,1,0,2,2,2,1,2,0,0,0,0
101,1,1,2,0,2,4,2,2,2,1,0,0,1,0,2
101,2,0,2,1,2,8,2,2,2,1,3,1,1,0,0
101,1,0,2,0,1,6,2,2,2,1,2,1,0,0,1
101,1,0,2,0,2,2,0,2,0,1,2,0,0,0,2
101,1,0,2,1,2,0,2,2,1,1,2,1,1,0,0
101,1,1,0,0,2,6,2,2,2,1,0,0,0,0,3
101,1,0,2,0,1,4,2,2,2,1,1,0,1,0,0
101,2,0,2,0,2,3,2,2,2,1,2,0,0,0,0
101,1,1,2,0,2,8,1,2,2,1,2,0,0,0,1
101,1,1,2,0,2,8,2,2,2,1,1,0,0,0,0
101,1,0,2,1,1,8,2,2,2,1,2,0,1,0,3
101,1,1,2,0,2,6,2,2,2,1,1,0,0,0,0
101,1,0,2,1,2,0,2,2,2,1,2,1,1,0,0
101,1,1,2,0,2,6,2,2,2,1,0,0,0,0,1
101,2,0,2,0,2,0,2,2,2,1,3,0,0,0,0
101,1,1,2,0,2,9,2,2,2,1,0,0,0,0,1
101,2,0,2,0,2,3,2,2,2,1,2,0,1,0,2
101,1,0,2,0,2,5,2,2,2,1,3,0,0,0,1
101,2,0,2,0,2,2,0,2,2,1,2,1,0,0,3
101,1,0,2,1,1,6,2,2,0,1,1,0,1,0,1
101,1,0,2,1,1,9,0,2,2,1,0,0,1,0,2
101,1,0,2,0,1,11,2,2,2,1,2,1,1,0,0
101,1,0,2,0,1,2,0,2,1,1,2,0,1,0,0
101,1,1,2,0,1,8,2,2,2,1,0,0,1,0,0
101,1,0,2,0,2,5,1,2,0,1,2,0,0,0,0
101,2,0,2,0,1,2,0,2,1,1,1,0,0,0,1
101,2,0,2,0,2,10,2,2,2,1,0,0,0,0,0
101,1,1,2,0,2,4,2,2,2,1,0,0,0,0,0
101,1,0,2,0,1,8,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,0,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,2,2,2,2,1,2,1,0,0,0
101,1,0,2,0,2,9,1,2,2,1,3,0,0,0,0
101,1,0,2,0,2,10,2,2,1,1,1,0,1,0,3
101,1,1,2,0,2,8,1,2,2,1,0,0,0,0,1
101,2,0,2,0,1,5,2,2,2,1,3,1,1,0,2
101,1,1,2,0,1,8,2,2,2,1,2,0,0,0,3
101,1,1,2,0,2,6,2,2,2,1,3,0,0,0,2
101,1,0,2,0,2,6,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,2,0,2,1,1,1,0,1,0,0
101,1,1,2,0,2,6,2,2,2,1,0,0,0,0,3
101,1,0,2,0,2,10,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,5,2,2,2,1,2,0,0,0,0
101,2,0,2,0,2,4,2,2,2,1,1,0,0,0,0
101,2,0,0,0,1,3,2,2,2,1,0,0,0,0,0
101,1,0,2,0,2,6,2,2,2,1,2,0,0,0,0
101,2,0,2,0,2,2,2,2,2,1,0,0,0,0,0
101,1,0,2,0,1,4,2,2,2,1,2,1,0,0,0
101,1,0,2,0,1,10,0,2,2,1,0,0,0,0,0
101,1,0,2,0,1,2,2,2,2,1,2,1,0,0,1
101,1,0,2,0,2,0,0,2,0,1,2,1,1,0,2
101,1,0,2,0,2,4,2,2,2,1,2,1,0,0,0
101,1,0,2,0,1,4,0,2,1,1,2,1,0,0,1
101,1,0,2,0,2,6,2,2,2,1,2,0,0,0,2
101,2,0,2,0,2,6,2,2,2,1,1,0,0,0,3
101,1,0,2,0,1,5,2,2,1,1,0,0,0,0,0
101,1,0,2,0,2,0,2,2,2,1,0,0,1,0,3
101,1,0,2,0,2,1,2,2,2,1,0,0,1,0,0
101,2,1,2,0,2,3,2,2,2,1,2,1,1,0,1
101,2,0,2,0,1,1,2,2,2,1,2,1,0,0,0
101,1,0,2,0,2,0,2,2,2,1,2,0,0,0,0
101,1,0,2,0,1,0,2,2,2,1,3,0,0,0,0
101,1,1,2,0,2,8,2,2,2,1,0,0,1,0,1
101,1,0,0,0,2,6,2,2,2,1,0,0,1,0,0
101,1,1,2,0,1,9,2,2,2,1,0,1,0,0,0
101,1,0,2,0,2,5,2,2,1,1,2,0,0,0,3
101,1,1,2,0,1,8,1,2,1,1,2,0,1,0,0
101,2,0,2,0,2,8,2,2,2,1,2,0,0,0,0
101,1,0,2,1,1,8,1,2,2,1,2,1,1,0,1
101,2,1,2,0,2,8,2,2,2,1,0,0,1,0,1
101,1,0,2,0,1,5,2,2,0,1,2,1,0,0,0
101,1,0,2,0,2,8,2,2,2,1,2,0,1,0,0
101,2,0,2,1,2,8,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,4,2,2,2,1,0,1,1,0,2
101,1,1,2,0,2,8,2,2,2,1,2,0,0,0,2
101,1,1,2,0,2,4,2,2,2,1,0,0,0,0,0
101,1,0,2,0,2,6,2,2,2,1,2,1,1,0,1
101,2,0,2,0,2,8,2,2,2,1,0,0,0,0,0
101,1,0,2,1,1,8,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,4,2,2,2,1,2,0,1,0,2
101,1,1,2,0,1,4,2,2,0,1,3,0,0,0,2
101,2,0,2,0,2,8,2,2,2,1,2,0,0,0,0
101,1,1,2,0,2,0,2,2,2,1,0,0,1,0,2
101,2,1,2,0,2,10,2,2,2,1,2,1,1,0,3
101,2,0,2,0,1,5,2,2,2,1,0,0,0,0,2
101,1,0,2,0,1,4,0,2,2,1,0,0,0,0,1
101,1,0,2,0,2,0,2,2,2,1,0,0,0,0,0
101,1,1,2,0,1,4,0,2,2,1,2,1,0,0,0
101,1,1,2,0,2,8,2,2,2,1,0,0,0,0,1
101,1,0,2,0,2,4,2,2,2,1,2,0,1,0,0
101,1,0,2,0,2,0,2,2,2,1,3,0,0,0,0
101,2,0,2,1,2,6,2,2,2,1,0,0,0,0,0
101,2,1,2,1,2,8,1,2,2,1,1,0,0,0,3
101,1,0,2,0,2,8,1,2,1,1,2,0,0,0,0
101,1,0,2,0,1,9,0,2,0,1,2,1,1,0,0
102,1,0,2,0,1,5,0,2,0,1,2,1,0,0,0
102,1,1,2,0,1,8,2,2,2,1,3,1,0,0,0
102,1,1,2,0,2,8,2,2,2,1,0,0,0,0,2
101,1,0,2,1,2,6,2,2,0,1,0,0,0,0,3
102,1,0,2,0,2,0,2,2,2,1,2,1,1,0,1
100,1,1,2,0,1,6,2,2,2,1,2,0,0,0,2
102,1,0,2,0,2,5,2,2,2,1,0,1,1,0,0
102,1,0,2,0,1,9,2,2,2,1,1,0,0,0,0
102,1,0,2,0,2,4,2,2,2,1,2,0,0,0,0
102,2,0,2,0,2,0,2,2,2,1,2,0,0,0,0
101,1,0,2,0,1,4,2,2,2,1,2,0,0,0,1
101,1,1,2,0,2,6,2,2,1,1,0,0,0,0,1
101,1,0,2,0,2,6,2,2,0,1,2,1,1,0,2
101,1,0,2,1,2,0,2,2,1,1,2,1,1,0,3
102,1,0,2,0,1,6,2,2,2,1,0,1,0,0,2
101,1,1,2,0,2,6,2,2,2,1,0,0,0,0,0
101,1,0,2,0,1,2,0,2,0,1,2,1,1,0,1
101,1,0,2,0,1,5,2,2,2,1,2,0,0,0,0
102,1,0,2,0,1,0,2,2,2,1,2,1,0,0,0
102,1,1,2,0,2,6,2,2,2,1,3,0,1,0,3
101,2,1,2,0,2,4,2,2,2,1,3,0,0,0,0
102,1,0,1,1,2,4,2,2,2,1,2,1,0,0,3
102,1,0,2,0,1,8,2,2,2,1,2,1,1,0,0
101,2,0,2,1,1,4,2,2,2,1,2,0,0,0,1
101,1,0,2,0,1,6,2,2,2,1,2,1,0,0,0
101,1,1,2,0,2,6,1,2,0,1,3,0,0,0,0
102,1,0,2,1,2,8,2,2,2,1,2,0,1,0,1
102,1,0,2,0,1,6,2,2,2,1,2,1,0,0,0
102,1,0,2,0,1,5,2,2,0,1,0,0,1,0,1
102,1,0,2,0,2,4,2,2,1,1,0,0,1,0,3
102,1,0,2,0,1,0,0,2,0,1,0,1,0,0,2
101,2,0,2,0,2,0,2,2,2,1,1,0,1,0,0
101,2,0,2,0,1,8,0,2,2,1,2,1,0,0,0
102,1,0,2,0,1,1,0,2,0,1,2,0,0,0,1
101,2,0,2,0,2,4,2,2,2,1,2,0,0,0,2
101,1,0,2,0,1,8,2,2,2,1,1,0,0,0,0
101,1,0,2,0,2,4,0,2,2,1,0,0,0,0,2
102,1,0,2,0,2,9,2,2,2,1,2,0,0,0,0
101,1,1,2,0,1,4,2,2,2,1,2,0,0,0,0
101,1,1,2,0,1,7,0,2,2,1,0,0,1,0,1
102,1,1,2,0,2,10,2,2,2,1,1,0,1,0,3
102,3,0,2,0,2,0,1,2,2,1,2,1,0,0,0
101,1,0,2,0,1,10,0,2,0,1,1,0,0,0,0
101,1,1,2,0,2,6,2,2,2,1,0,0,0,0,2
101,2,1,2,0,2,4,2,2,2,1,0,0,0,0,3
102,1,0,2,1,1,4,0,2,1,1,2,0,0,0,0
102,1,0,2,0,1,6,2,2,2,1,2,1,1,0,0
101,1,0,2,0,2,3,2,2,2,1,2,0,1,0,3
101,1,0,2,0,1,4,1,2,1,1,3,1,0,0,0
102,1,0,2,0,1,4,2,2,2,1,3,1,0,0,0
101,1,1,2,0,2,2,2,2,2,1,3,0,1,0,3
101,1,1,2,0,2,0,2,2,2,1,2,0,0,0,0
102,1,0,2,0,2,5,2,2,1,1,2,1,0,0,0
102,1,0,2,0,2,1,2,2,2,1,2,1,0,0,2
102,1,0,2,0,2,2,2,2,2,1,3,1,1,0,0
101,3,1,2,0,2,5,0,2,2,1,2,1,0,0,0
101,2,0,2,0,2,8,2,2,1,1,1,0,1,0,0
102,1,0,2,1,1,6,2,2,2,1,2,0,1,0,0
102,1,0,2,0,2,4,2,2,2,1,3,1,1,0,0
101,1,0,2,0,1,8,2,2,2,1,2,0,0,0,0
101,1,1,2,0,2,2,2,2,2,1,2,1,0,0,0
102,1,0,2,0,1,10,2,2,2,1,2,1,0,0,1
101,1,0,2,0,2,5,0,2,2,1,2,1,1,0,0
101,2,1,2,0,2,4,2,2,2,1,1,0,1,0,3
102,1,0,2,0,1,4,2,2,2,1,0,0,0,0,0
101,1,0,2,0,2,2,2,2,1,1,1,0,1,0,1
101,2,1,2,0,2,8,2,2,0,0,3,0,1,0,3
101,2,0,2,0,1,0,2,2,2,1,2,1,0,0,1
102,1,0,0,0,2,9,2,2,2,1,2,1,1,0,2
101,1,1,0,0,2,10,0,2,0,1,0,0,1,0,2
102,1,0,2,0,1,8,2,2,2,1,2,1,0,0,3
101,1,0,2,0,2,8,2,2,2,1,0,0,1,0,1
101,1,0,2,0,1,0,2,2,2,1,2,0,0,0,0
101,1,1,2,1,2,4,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,9,2,2,2,1,0,0,0,0,0
101,1,0,2,0,1,3,0,2,2,1,2,0,1,0,0
101,2,1,2,0,2,6,2,2,2,1,2,0,0,0,0
101,2,0,2,0,1,4,2,2,2,1,2,1,1,0,0
101,1,0,2,0,2,10,2,2,2,1,2,0,0,0,3
101,2,0,0,0,2,1,2,2,2,1,2,0,0,0,3
102,1,0,2,0,2,4,2,2,2,1,2,1,0,0,0
102,1,0,2,0,2,3,0,2,2,1,2,1,0,0,0
102,1,0,2,0,2,6,2,2,2,1,0,0,1,0,3
102,1,0,2,0,2,0,2,2,2,1,0,0,0,0,1
102,1,1,2,0,2,8,2,2,2,1,3,1,0,0,0
102,2,0,2,1,2,3,0,2,1,1,2,1,1,0,1
102,1,0,2,0,2,0,2,2,2,1,2,0,0,0,2
102,1,1,2,0,2,0,2,2,2,1,3,1,1,0,0
102,2,0,2,1,1,9,2,2,2,1,2,1,1,0,2
102,1,0,2,0,2,6,2,2,0,1,2,1,1,0,0
101,1,1,2,0,1,8,2,2,0,1,0,0,1,0,3
102,2,0,2,0,2,9,2,2,2,1,2,0,0,0,0
102,2,0,2,0,1,6,2,2,2,1,1,0,0,0,0
102,1,0,2,0,2,8,0,2,0,1,2,0,1,0,2
102,1,0,2,0,2,6,2,2,0,1,2,1,1,0,1
102,2,0,2,0,2,0,2,2,2,1,2,0,0,0,0
102,1,0,2,0,1,8,2,2,2,1,2,0,0,0,0
102,1,1,2,1,2,4,2,2,2,1,0,0,0,0,3
102,1,1,2,1,2,9,2,2,2,1,2,0,0,0,0
102,1,1,2,0,1,1,2,2,2,1,1,0,0,0,3
102,1,1,2,0,1,0,1,2,2,1,1,0,1,0,0
102,1,0,2,0,1,9,2,2,1,1,2,0,0,0,0
102,1,1,2,0,1,4,2,2,2,1,2,0,1,0,3
102,2,0,2,0,2,2,2,2,2,1,2,0,0,0,0
102,1,0,2,0,2,6,2,2,2,1,2,0,0,0,1
102,1,0,2,0,1,5,2,2,2,1,3,1,0,0,0
102,1,0,2,0,2,5,2,2,2,1,0,0,0,0,0
102,1,0,2,1,1,2,2,2,2,1,2,0,0,0,1
102,1,0,2,0,1,8,2,2,2,1,2,1,1,0,3
102,1,0,2,0,2,4,2,2,2,1,3,1,0,0,0
102,2,0,2,0,2,6,0,2,2,1,2,1,0,0,0
102,2,0,2,0,2,3,2,2,2,1,2,0,1,0,1
102,2,0,2,0,2,0,2,2,2,1,2,1,0,0,0
102,1,0,2,1,1,0,2,2,2,1,0,0,0,0,2
102,1,0,2,0,1,4,0,2,2,1,1,0,1,0,2
101,1,1,2,1,2,2,2,2,2,1,2,1,0,0,0
102,2,0,2,0,2,11,2,2,2,1,1,0,0,0,3
102,2,0,2,0,2,2,2,2,2,1,2,0,0,0,0
102,1,0,2,0,1,0,2,2,1,1,2,1,0,0,0
102,1,1,2,0,1,0,2,2,2,1,2,0,0,0,0
102,1,0,2,0,2,8,0,2,2,1,3,1,0,0,0
102,1,1,2,0,2,3,1,2,2,1,0,0,1,0,3
102,2,0,2,0,2,6,2,2,2,1,3,0,0,0,0
102,2,0,0,0,2,9,2,2,2,1,2,1,0,0,0
102,2,0,2,0,2,6,2,2,2,1,2,0,0,0,0
102,1,0,2,0,2,2,0,2,0,1,2,1,0,0,2
102,2,1,2,0,2,4,2,2,2,1,0,0,1,0,3
102,1,0,2,0,1,9,2,2,2,1,0,0,1,0,0
102,1,0,2,1,2,0,2,2,2,1,2,1,0,0,2
102,1,1,2,0,2,0,2,2,2,1,2,0,0,0,0
102,2,0,2,0,2,8,2,2,2,1,2,0,0,0,0
102,1,0,2,1,2,11,2,2,2,1,3,0,0,0,2
102,1,0,2,0,2,6,2,2,2,1,2,1,0,0,1
102,1,1,0,0,2,4,1,2,2,1,0,0,1,0,3
101,2,1,2,0,1,8,2,2,2,1,3,0,0,0,0
102,2,0,2,0,1,9,1,2,2,1,1,0,0,0,0
102,1,0,2,0,2,4,2,2,2,1,0,0,0,0,3
102,1,0,2,0,1,8,2,2,2,1,1,0,0,0,0
102,1,0,2,1,2,0,2,2,2,1,1,1,1,0,0
102,1,0,2,0,2,6,2,2,2,1,2,0,0,0,2
102,1,0,2,0,2,5,2,2,1,1,2,1,0,0,0
102,1,0,2,0,1,4,0,2,1,1,2,1,0,0,2
89,2,1,2,0,2,10,2,2,2,1,2,0,0,0,0
91,1,1,2,0,2,8,2,2,2,1,0,0,0,0,3
91,1,0,2,0,2,9,2,2,2,1,2,0,0,0,0
91,1,0,2,0,2,10,2,2,2,1,3,1,0,0,2
91,2,0,2,0,2,1,2,2,2,1,1,0,0,0,2
91,2,1,2,0,2,1,2,2,2,1,2,0,0,0,2
91,1,1,2,0,2,3,2,2,2,1,1,0,0,0,1
91,1,0,2,0,2,2,2,2,2,1,2,0,0,0,0
91,2,0,2,0,2,10,2,2,2,1,0,0,0,0,3
91,1,0,2,0,2,7,2,2,2,0,2,0,0,0,3
91,2,0,2,0,2,5,2,2,2,1,0,0,1,0,2
92,1,0,2,0,2,4,2,2,2,1,3,0,0,0,0
92,1,1,2,0,2,2,2,2,2,1,2,0,0,0,0
92,1,1,2,0,2,0,2,2,2,1,1,0,0,0,0
92,2,1,2,0,2,10,2,2,2,1,1,0,0,0,2
92,1,1,2,0,2,4,2,2,2,1,0,0,0,0,3
92,2,0,2,0,1,5,2,2,2,1,0,0,0,0,0
92,2,0,2,0,2,4,2,2,2,1,2,0,0,0,2
92,1,0,2,0,2,0,2,2,2,1,0,0,0,0,2
92,2,1,2,0,1,8,2,2,2,1,0,0,0,0,2
91,2,1,2,0,2,2,2,2,2,1,0,0,1,0,3
92,1,1,2,0,2,6,2,2,2,1,0,0,0,0,0
91,1,1,2,0,2,8,2,2,2,1,1,0,0,0,3
92,1,1,2,1,2,0,0,2,2,1,2,0,0,0,2
102,1,0,2,0,1,2,2,2,2,1,0,0,1,0,1
102,1,1,2,0,1,3,2,2,2,1,0,0,1,0,0
102,1,0,2,1,2,10,2,2,2,1,2,1,0,0,2
102,1,0,2,0,1,6,1,2,2,1,0,1,0,0,0
102,1,0,2,0,2,9,0,2,1,1,2,1,0,0,2
102,1,0,2,0,2,6,1,2,2,1,2,1,0,0,0
102,1,0,2,0,2,2,2,2,2,1,0,0,1,0,3
102,1,0,2,0,2,8,2,2,2,1,2,0,0,0,0
102,2,1,2,0,1,11,0,2,2,1,3,1,0,0,0
102,1,0,2,0,1,10,2,2,0,1,0,0,0,0,0
102,2,0,2,0,2,5,2,2,2,1,1,0,0,0,0
101,1,1,2,0,2,2,2,2,2,1,1,0,1,0,0
102,1,0,2,0,1,4,1,2,0,1,2,1,1,0,0
102,2,0,2,0,2,11,2,2,2,1,2,1,0,0,0
102,1,0,2,0,1,11,2,2,2,1,0,0,0,0,0
102,1,1,2,0,1,8,1,2,0,1,2,0,0,0,0
102,1,1,0,0,2,5,2,2,2,1,2,1,0,0,0
102,1,0,2,0,2,3,2,2,1,1,0,0,1,0,3
102,1,0,2,0,2,10,2,2,1,1,2,1,0,0,3
102,1,0,2,0,2,1,2,2,1,1,2,0,0,0,3
102,1,1,2,0,2,10,2,2,0,1,2,0,1,0,1
102,1,1,2,0,1,6,2,2,2,1,0,0,0,0,0
101,1,1,0,0,2,2,2,2,2,1,2,0,1,0,3
102,1,1,2,0,2,9,2,2,2,1,2,1,1,0,0
102,2,1,2,0,2,5,2,2,2,1,2,0,0,0,1
102,1,0,2,0,1,3,0,2,0,1,0,1,0,0,0
102,1,0,2,0,1,5,2,2,2,1,2,0,0,0,0
102,1,0,2,0,1,6,2,2,2,1,2,1,0,0,0
102,1,0,2,0,2,8,2,2,2,1,0,1,0,0,1
102,2,0,2,0,2,4,2,2,2,1,2,0,1,0,3
102,1,0,2,0,2,10,2,2,2,1,2,1,0,0,0
102,1,0,2,0,1,1,2,2,2,1,2,0,0,0,3
102,1,1,2,0,1,4,2,2,2,1,2,0,0,0,2
102,2,0,2,0,2,6,2,2,2,1,0,0,1,0,1
102,1,0,2,0,1,10,2,2,2,1,2,1,0,0,0
102,1,1,2,0,2,8,2,2,2,1,2,0,1,0,1
102,2,0,2,0,1,0,0,2,1,1,2,0,1,0,0
102,3,1,2,0,2,1,2,2,2,1,2,0,0,0,0
102,1,0,2,0,1,3,2,2,2,1,2,0,0,0,0
102,1,0,0,0,1,8,2,2,2,1,0,0,0,0,0
102,1,0,2,0,2,8,1,2,1,1,2,1,0,0,0
102,1,1,2,0,1,10,2,2,1,1,0,0,1,0,0
102,1,1,2,0,2,6,2,2,1,1,0,0,0,0,0
102,2,0,2,0,1,8,2,2,2,1,2,0,0,0,0
102,2,0,2,0,1,2,2,2,2,1,2,1,1,0,0
102,1,1,0,0,2,8,2,2,2,1,0,0,0,0,3
102,1,1,2,1,2,8,2,2,2,1,0,0,1,0,2
102,1,0,2,0,2,9,2,2,1,1,2,0,0,0,0
101,1,1,2,0,2,4,0,2,2,1,0,0,1,0,2
102,1,0,2,1,2,2,2,2,2,1,0,0,0,0,2
102,1,1,2,0,1,0,1,2,1,1,3,0,0,0,2
102,1,1,2,1,2,10,2,2,1,1,3,1,1,0,1
102,3,1,2,0,1,8,0,2,2,1,2,1,0,0,3
102,2,1,2,0,2,8,2,2,2,1,1,0,0,0,0
102,2,0,2,0,1,4,2,2,2,1,3,1,0,0,0
102,1,0,2,0,2,8,2,2,2,1,2,0,0,0,0
102,1,0,2,0,2,8,0,2,0,1,2,0,0,0,0
102,1,0,2,1,2,4,2,2,1,1,2,0,0,0,2
102,1,0,2,0,1,0,2,2,0,1,2,1,0,0,0
102,1,0,2,1,2,8,0,2,2,1,0,0,1,0,2
102,1,0,2,0,2,5,2,2,2,1,2,1,1,0,1
102,1,0,2,0,2,2,2,2,2,1,1,0,1,0,1
102,1,0,2,0,2,2,2,2,2,1,0,0,1,0,1
102,1,1,0,0,2,6,0,2,2,1,2,1,1,0,0
102,1,1,2,0,2,0,2,2,2,1,0,0,1,0,2
102,1,1,2,0,2,6,2,2,2,1,0,0,1,0,3
102,2,0,2,0,1,0,2,2,1,1,2,1,0,0,0
102,1,1,0,0,2,4,2,2,2,1,0,0,1,0,1
101,1,0,2,0,2,4,2,2,2,1,2,0,0,0,3
102,2,0,2,0,2,0,2,2,2,1,2,0,0,0,0
102,1,0,2,0,1,9,0,2,2,1,1,0,0,0,3
102,1,0,2,0,2,4,0,2,2,1,2,1,0,0,0
102,2,1,2,0,1,0,2,2,2,1,0,1,1,0,0
102,2,0,2,0,2,3,0,2,2,1,3,1,0,0,0
102,1,0,2,0,1,8,2,2,2,1,2,0,0,0,0
101,2,1,2,0,2,8,0,2,0,1,2,0,0,0,2
102,2,0,2,0,1,2,0,2,2,1,1,0,0,0,0
102,2,0,2,0,2,4,2,2,2,1,2,0,0,0,2
102,1,0,2,0,2,10,2,2,2,1,2,1,0,0,0
102,2,0,2,1,1,10,2,2,1,1,2,0,0,0,1
102,1,0,2,1,1,2,2,2,2,1,2,1,1,0,0
102,1,0,2,0,1,0,0,2,1,1,2,0,1,0,0
102,1,0,2,0,2,0,1,2,2,1,0,0,0,0,0
102,1,0,2,0,2,5,2,2,2,1,0,0,1,0,3
102,1,1,2,0,2,2,0,2,1,1,2,0,0,0,3
102,2,1,2,0,2,9,2,2,2,1,0,0,1,0,3
102,1,0,2,0,2,8,2,2,2,1,3,1,1,0,0
102,2,0,2,0,1,4,2,2,2,1,1,0,0,0,0
102,1,1,2,0,2,0,2,2,2,1,2,1,0,0,0
102,1,1,2,0,2,0,1,2,2,1,2,0,1,0,0
102,1,1,0,0,2,0,2,2,2,1,0,1,0,0,1
102,1,0,2,0,2,3,2,2,2,1,2,0,0,0,2
102,1,0,2,0,2,9,2,2,2,1,3,1,0,0,0
102,1,0,2,0,2,4,2,2,1,1,2,1,1,0,2
102,1,0,2,1,2,4,2,2,2,1,2,1,0,0,2
102,2,1,2,0,2,3,0,2,2,1,0,0,0,0,3
102,2,0,2,0,2,6,2,2,2,1,0,0,0,0,3
102,1,0,2,0,1,0,0,2,1,1,2,0,1,0,0
102,1,0,2,0,1,3,0,2,0,1,1,0,1,0,0
102,1,0,2,0,2,3,2,2,0,1,3,1,0,0,0
102,1,0,2,1,2,6,2,2,2,1,2,0,0,0,0
102,1,0,2,0,1,3,2,2,1,1,2,1,0,0,0
102,1,0,2,0,2,9,2,2,2,1,1,0,0,0,0
102,1,1,2,0,2,5,2,2,2,1,1,0,1,0,3
101,1,0,2,0,2,10,2,2,2,1,2,1,0,0,0
102,1,0,2,0,1,4,2,2,2,1,2,1,1,0,3
102,2,0,2,0,2,0,2,2,2,1,2,0,0,0,0
102,2,1,2,0,2,4,2,2,2,1,3,1,0,0,0
102,1,0,2,0,2,8,1,2,2,1,2,0,0,0,0
101,1,0,2,0,2,0,2,2,2,1,0,0,1,0,2
102,1,0,2,0,2,0,0,2,1,1,0,0,0,0,1
102,1,0,2,0,2,0,0,2,1,1,2,0,1,0,3
102,1,0,2,0,2,0,2,2,2,1,2,0,0,0,0
101,1,0,2,0,2,2,1,2,2,1,3,1,0,0,0
102,1,0,2,1,2,12,2,2,2,1,3,1,0,0,0
102,2,0,2,0,1,4,2,2,2,1,2,0,1,0,3
102,1,1,2,0,2,5,2,2,2,1,0,0,0,0,0
102,2,1,2,0,1,8,2,2,2,1,1,0,1,0,0
102,1,0,2,0,2,8,0,2,2,1,2,1,1,0,0
102,1,0,2,0,1,0,2,2,2,1,2,0,0,0,1
102,1,1,2,0,2,6,1,2,1,1,1,0,0,0,3
102,1,0,2,0,2,3,2,2,2,1,2,0,0,0,1
102,1,0,2,0,2,6,0,2,2,1,3,1,0,0,0
102,1,0,2,0,1,2,2,2,2,1,2,1,0,0,0
102,1,1,2,0,2,0,2,2,2,1,1,0,1,0,2
102,2,0,2,0,2,5,2,2,0,1,2,0,0,0,3
